Symbol;H9_RPKM;FB_RPKM
SENP2;24,73;20,18
SENP1;10,92;9,18
SAMM50;30,92;14,84
SNPH;0,08;0,81
NOTUM;0;0,07
GFPT1;32,41;20,64
GFPT2;28,82;2,03
ECHDC3;1,19;0,07
INA;7,38;124,16
ECHDC1;57,38;27,8
MIR197;0;0
MIR198;239,75;48,73
SLC2A14;9,35;0,74
SLC2A13;3,25;2,82
SLC2A12;4,34;3,67
SLC2A11;0,75;1,73
SLC2A10;2,86;1,44
WHAMML2;0,55;0,68
WHAMML1;0,5;1,06
BSN;0,1;1,51
LOC442459;0;0
LCOR;3,18;22,73
LOC442454;12,95;8,35
BSG;14,95;10,36
P4HTM;0,37;1,73
GSG2;6,88;2,68
GSG1;0,01;0,06
PLSCR3;0,5;0,75
OXTR;0,89;1,36
SARS;15,47;19,51
NCKAP1L;0;0,02
GEN1;9,23;8,69
LOC646168;0;0,47
EPS8;1,81;9,1
RRP8;2,85;3,21
PARM1;4,63;3,29
HERPUD2;7,66;9,22
HERPUD1;7,79;12,86
FCGRT;0,52;0,22
TRA2A;48,84;54,36
TRA2B;70,64;62,87
BRMS1L;9,27;14,04
MIR133A1;0;0,04
BAAT;0,19;0,2
SFTPD;0,1;0,13
RPL17-C18ORF32;503,8;339,77
DNTTIP1;5,55;6,16
DNTTIP2;59,75;23,53
TSC22D1;19,66;59,54
TSC22D3;8,62;15,23
TSC22D2;4,82;6,7
TSC22D4;0,19;0,21
KIAA1161;1,12;1,35
CNFN;0,58;0
CD2BP2;5,65;7,83
GRASP;0,1;0,35
KATNA1;11,59;7,59
ADAMTSL3;0,2;0,09
ADAMTSL1;0,13;0,31
ADAMTSL4;0,24;0,11
ADAMTSL5;0,01;0,01
C6orf141;1,33;0,06
C6orf147;1,63;0,55
C6orf145;0,26;1,14
BST2;3,19;0,99
KIAA0895L;1,23;10,69
LOC256880;0,34;0,65
SARDH;0,12;0,06
EEF1E1;68,63;22,33
LOC388428;0;0
CYP1B1;0,49;9,55
HAS2;5,05;0,99
HAS3;10,22;6,37
ARSG;0,97;2,51
LOC100131193;0,01;0,4
LOC100131199;3,61;18,21
IRS4;2,89;4,07
LOC283143;0,11;0,19
IRS1;2,83;4,8
IRS2;2,05;3,67
HEXA;10,44;10,15
TTC3P1;0,64;7,67
CA2;4,5;5,75
NEURL;0,01;0,89
ARSI;0,18;0,03
ARSK;5,1;2,62
RGL1;1,05;5,4
RGL3;1,01;0,01
RGL4;1,53;4,25
LOC100130827;0,02;0
AMD1;105,75;34,32
PMF1;16,13;8,34
ZNF790;1,72;3,67
ZNF791;8,09;8,26
ZNF792;1,37;1,8
ZNF793;2,13;8,3
ZNF799;1,83;2,33
MGC16703;0,13;1,47
TSNAXIP1;0,17;1,35
PPP1R7;24,85;23,56
PPP1R2;18,32;18,35
PPP1R8;21,38;20,74
TRPV4;0,11;0,02
TRPV6;0,12;0,06
TRPV1;0,64;1,28
TRPV3;0,04;0,08
TRPV2;0,11;0,02
IARS;150,74;51,12
LOC100270710;11,3;2,29
POSTN;1,11;3,11
FGFR4;0,59;0,08
SAV1;28,62;7,09
FGFR2;18,72;16,36
FGFR3;1,55;6,7
FGFR1;19,04;12,98
CXCL1;0,81;0,03
CXCL3;2,54;0,03
CXCL2;0,31;0,05
CXCL5;29,44;0,07
CXCL6;3,85;0,07
DPH3P1;2,26;1,94
AP2S1;29,98;14,28
DCTD;28,5;11,77
SLCO4C1;2,13;0,22
ALDH16A1;0,68;0,4
THRSP;0,06;0,06
GCKR;0,06;0,11
NAA16;11,42;12,58
UBE2H;32,91;39,16
UBE2K;66,62;31
NAA15;53,87;18,41
UBE2M;12,76;12,37
NAA10;12,82;9,87
UBE2A;23,36;25,46
UBE2C;45,5;28,94
UBE2B;11,21;18,53
UBE2F;19,4;11,91
UBE2Z;27,76;18,72
UBE2S;5,24;3,9
UBE2T;55,56;45,33
UBE2W;9,07;12,57
PTGFR;0,02;1,51
LIPT2;3,7;0,99
LIPT1;4,48;2,57
INTS4L1;0,8;1,33
INTS4L2;1,09;1,56
PDE3A;0,89;1,78
PDE3B;6,14;7,13
C20orf134;0,02;0,01
C20orf132;0,11;1
LFNG;0,41;1,14
NDUFA6;42,73;52,66
NDUFA7;5,05;4,35
NDUFA4;96,71;57,76
NDUFA5;53,7;80,46
NDUFA2;14,57;10,43
NDUFA3;1,88;3,32
NDUFA1;92,86;68,44
NDUFA8;33,88;20,28
NDUFA9;31,85;14,76
SNORD41;0;0,29
RPLP0P2;0,25;0,17
VWA5A;6,24;9,07
EIF1;239,06;253,92
BIRC5;36,56;23,08
BIRC3;0,06;0,03
BIRC2;20,47;24,8
EIF6;12,49;7,29
ANKRD19;0,55;0,49
ANKRD16;1,04;1,78
ANKRD17;23,4;21,76
ANKRD12;4,8;12,05
FLJ26850;0,05;0,15
NT5C3;16,21;23,81
NT5C2;34,71;24,85
MEA1;35,45;25,33
TCEB3C;0;0
SNORD22;51,23;23,42
CA5BP1;3,48;3,42
LOC348926;0,77;0,37
CRIM1;8,98;7,31
MLH1;22,78;19,02
HIBADH;23,29;8,74
SUSD4;0,2;4,09
SUSD5;1,37;0,38
SUSD2;0,1;0,03
SUSD3;0,61;0,02
SUSD1;2,93;3,35
SLC26A10;0,02;2,81
SLC26A11;0,81;1,48
CWC15;33,42;29,82
OTUD6B;19,59;10,31
INADL;11,57;2,36
F8A1;2,07;1,31
F8A3;0,12;0,15
F8A2;0,12;0,15
FMN1;0,45;0,09
FMN2;0,32;4,55
HAUS8;4,58;3,95
HAUS6;35,04;18,67
HAUS7;0,97;0,66
HAUS4;23,23;9,24
HAUS5;1,06;2,62
HAUS2;10,67;11,26
HAUS3;7,09;7,66
HAUS1;63,26;47,16
SLC5A12;0,91;0,7
SLC5A10;0,07;0
MYD88;8,2;2,02
HIST1H2BD;0,55;4,79
HIST1H2BE;0;0,07
HIST1H2BF;0,06;0,62
HIST1H2BG;0,21;0,3
HIST1H2BC;0,07;0,2
HIST1H2BL;0;0
HIST1H2BM;0;0,07
HIST1H2BN;0;0,15
HIST1H2BO;0;0
HIST1H2BH;0,55;1,42
HIST1H2BI;0,07;0
HIST1H2BJ;0,02;0,22
HIST1H2BK;3,1;5,2
TNFAIP8;8,16;1,97
TNFAIP6;3,19;0
TNFAIP1;5,3;10,49
TNFAIP3;0,54;0,47
TNFAIP2;0,99;0,06
RNPC3;9,5;17,92
DTX3L;3,68;0,26
SDCBP;67,24;86,91
LMBR1;16,1;21,18
ICAM3;0,84;0,1
ARL17B;1,34;1,3
ARL17A;0,2;0,26
SHPK;4,34;1,96
ANKRD34A;0,02;0,46
ANKRD34B;0,34;0,15
TOMM70A;38,53;33,18
LOC100507524;0,15;0,55
NXT2;15,59;9,11
NXT1;5,86;6,8
CSE1L;197,96;71,07
GRIK1-AS1;0,03;0,49
RFPL2;0;0,76
ARHGEF10L;0,64;1,44
RFTN2;0,54;1,85
RFTN1;1,52;7,8
ALS2CR8;1,3;6,25
ALS2CR4;9,69;14,46
ZNF324B;0,13;0,77
UNC45A;2,6;1,65
ESPN;0,02;0
VPS8;13,23;16,61
EBNA1BP2;32,18;14,11
ARHGEF10;15,5;5,45
ARHGEF11;3,65;6,88
ARHGEF12;15,74;33,7
ARHGEF15;0,1;0
ARHGEF16;0,34;0,08
ARHGEF18;1,97;2,02
ARHGEF19;1,2;0,18
LOC100093631;59,93;100,09
NEUROD4;0,02;1,46
D2HGDH;0;0,19
MITD1;30,48;15,67
MGC16275;0,51;0,22
PAIP2B;10,58;6,54
SERF1A;7,41;8,6
SERF1B;7,46;8,65
HINFP;3,64;4,06
GPLD1;1,16;1,28
SLC39A8;7,78;1,29
SLC39A9;12,09;14,01
HIST2H3D;0;0
HIST2H3C;0;0,11
HIST2H3A;0;0,11
SLC39A1;36,27;10,73
SLC39A2;0,02;0,06
SLC39A3;0,79;0,52
SLC39A4;0,02;0
SLC39A5;0,06;0,08
SLC39A6;18,5;75,47
PSIP1;181,04;114,83
MTHFD1L;32,48;7,07
RET;0,46;0,64
MAP4K2;0,81;0,42
REL;1,07;2
TRIM73;0;0,13
MIR155HG;0,36;0,21
DNM1P35;0,14;0,15
SCAF4;14,66;12,59
SCAF1;0,49;0,81
SCAF8;24,17;22,67
TMEM63A;5,7;0,37
TMEM63C;0,21;1,4
TMEM63B;2,56;5,48
LOC100133545;0,01;0,19
RBM7;40,26;15,63
RBM6;27,34;34,89
RBM5;18,36;55,01
RBM4;15,63;25,35
RBM3;68,17;69
LOC100289511;0,33;0,91
ACTBL2;0;0,14
CAD;7;3,82
SEPSECS;3,28;4,04
ARSD;1,43;2,31
ARSE;1,51;0,06
CA9;0,04;0
CA8;1,53;3,3
ARSA;0,16;1,11
ARSB;3,43;4,58
CA3;0,39;0,22
OGT;45,67;83,95
HEXB;41,33;10,17
CEPT1;12,13;10,11
ARSJ;1,68;0,13
CA4;0,11;0,05
OGN;0;0,04
UFC1;34,73;33,66
MKX;0,51;0,09
FBLN2;0,12;0,06
FBLN1;4,93;4,72
FBLN7;0;0,84
FBLN5;1,21;0,51
NDUFC2-KCTD14;13,21;3,84
C2orf74;10,2;6,58
CYLD;3,18;6,58
HCRTR2;0,02;1,04
ZNF833P;0,61;2,48
ZNF185;3,42;1,29
ZNF184;3,93;7,12
ZNF187;5,78;13,66
ZNF181;3,97;8,15
ZNF180;5,29;8,48
ZNF182;5,18;4,22
ZNF189;8,75;14,12
SEMA5B;0,44;4,58
SEMA5A;1,1;7,35
LYNX1;0,04;0,09
SCN5A;0,35;1,1
MOAP1;9,99;26,91
ZNF239;2,65;3,11
ZNF238;3,91;23,23
ZNF236;1,85;2,62
ZNF235;1,81;3,21
ZNF234;2,58;4,88
ZNF233;0,82;1,69
ZNF232;8,5;8,13
ZNF230;0,9;1,97
MRE11A;18,89;10,84
ISPD;0,38;0,36
TRAM1;47,48;30,8
TRAM2;7,78;3,43
KCNRG;2,34;7,92
CN5H6.4;0,12;0,21
TGFB1;0,25;0,17
TGFB2;0,13;2,4
TGFB3;0,06;0,57
C17orf97;0,25;0,95
C17orf96;0,19;0,66
LOH12CR1;1,84;2,7
C17orf90;0,21;0,35
LOH12CR2;0,18;0,65
TMEM132E;0;0,26
TMEM132D;3,01;1,36
LPHN3;2,09;21,29
LPHN2;41,88;64,14
LPHN1;1,26;4,59
MIR3183;0;0
LOC79015;0,1;0,7
TMEM132C;0,04;1,56
LOC643201;0,09;0,1
VAMP1;2,15;2,48
VAMP3;30,12;12,27
VAMP2;7,43;64,18
VAMP5;0,02;0
VAMP4;3,92;7,03
VAMP7;4,66;3,12
VAMP8;16,62;0,41
TGFBI;2,12;0,42
TAPT1;2,32;7,63
VRK1;60,34;29,67
VRK3;4,37;5,76
VRK2;29,96;11,65
CRYL1;0,89;4,13
TXNRD3IT1;1,24;0,67
TNIP2;2,71;1,1
NR2C1;10,88;12,36
LOC145845;0;1,1
FRA10AC1;7,92;8,52
ALPK2;0,26;0,36
FAM184A;5,74;8,05
FAM184B;0,57;1,67
SLC23A1;0,33;0,36
HSPH1;63,71;50,32
LIM2;0;0,24
BASP1;59,95;141,76
PLEKHB1;0,97;1,09
PLEKHB2;29,64;28,28
SEC13;21,61;13,23
MCCC1;8,03;12,2
RPL18AP3;116,43;96,05
JMJD7-PLA2G4B;0,35;1,47
MYOM2;0,12;0,55
MYOM1;0,1;0,34
FBXO2;0,94;0,17
FBXO3;8,27;22,32
FBXO4;0,74;0,69
FBXO5;26,31;25,33
FBXO6;0,11;0,27
FBXO7;32,42;25,63
FBXO8;2,8;4,52
FBXO9;8,36;9,73
TAL1;0,01;0,02
MYEF2;31,53;56,9
TAL2;0,02;0,23
C17orf91;1,36;1
CCDC85C;3,01;5
CCDC85B;0;0
CCDC85A;0,05;2,62
SNTB2;5,02;4,57
SNTB1;6,89;1,74
KIAA0408;2,91;34,59
CORO1B;0,36;0,38
CORO1C;46,09;50,85
CORO1A;0,05;0,58
MID2;0,73;3,14
MID1;14,42;22,56
WASF1;13,75;36,33
WASF2;21,6;7,82
WASF3;7,14;24,96
FRG1B;3,13;1,67
GBAP1;0,61;2,94
MYCT1;0,39;0,12
SORT1;18,08;19,23
MIDN;5,43;9,2
C7orf42;18,08;15,23
TSPAN3;30,3;61,63
C7orf41;2,08;32,7
C7orf46;4,9;5,45
C7orf47;0,88;0,54
HECTD2;4,1;13,16
HECTD3;3,73;2,89
HECTD1;41,35;26,56
TSPAN4;0,12;0,16
TSPAN5;6,41;32,64
LZTFL1;5,18;13
NXN;9,05;8,66
FLII;7,82;3,76
RALGAPA1;8,18;17,29
RALGAPA2;3,43;8,71
LOC100302650;0,1;0,16
FLJ39051;0,25;1,56
FLI1;0,57;0,05
GPR22;0,01;1,53
GPR20;0,04;0,02
GPR21;0,03;1,14
GPR26;0,02;4,04
GPR27;0;0,05
KCNMB1;0,41;0
KCNMB3;1,29;1,1
KCNMB2;0,13;0,69
PNCK;0,06;0,6
KCNMB4;7,65;5,11
YWHAG;112,79;132,17
POC5;7,84;6,85
ZNF449;4,07;6,28
SPECC1L;11,37;14,6
EPT1;23,75;11,74
NPRL3;0,7;0,97
NPRL2;2,69;5,11
PLXNB2;0,91;2
PLXNB3;0,01;0,04
UQCRHL;0,11;1,78
SIRT3;2,28;4,59
SIRT2;0,4;4,75
SIRT1;29,04;13,23
SIRT7;0,47;0,71
SIRT6;0,12;0,38
SIRT5;3,76;3,55
SIRT4;0,46;0,72
NPIPL3;1,31;1,98
C10orf140;0,59;8,57
FSD1;1,2;2,99
FLJ11235;0,02;0,13
KDM6B;0,13;2,44
CHST11;1,81;7,22
CC2D2A;2,53;2,88
FLJ39739;1,11;1,07
PRTG;1,68;9,5
PAPPA2;0,26;0,2
MESTIT1;0,16;0,23
ARHGAP11A;32,69;17,98
ARHGAP11B;8,63;7,09
NAGS;0,23;0,08
NAGA;3,48;2,95
NAGK;3,77;7,66
LOC440910;0,23;1,18
FAM175B;9,25;8,62
PGAP1;9,44;36,82
PGAP3;0,88;0,94
PGAP2;6,18;3,67
AGPHD1;0,93;0,56
WLS;0,49;33,73
MFAP5;0,62;0,15
MFAP4;0,55;0,58
MFAP3;12,87;20,91
MFAP2;4,98;3,65
MFAP1;29,61;21,5
OFD1;9,48;13,47
HBS1L;12,83;7,49
FLJ35024;4,29;1,28
GYPC;4,7;0,87
SNAP25;0,24;29,3
SNAP23;36,2;9,04
LITAF;42,81;10,27
SNAP29;4,03;7,53
C11orf48;33,17;11,8
C11orf49;3,18;10,08
C11orf41;0,49;8,96
C11orf42;0,12;0,45
C11orf45;0,11;0,04
C11orf46;18,89;17,69
TNFSF13;0,5;0,23
TNFSF12;0,43;0,02
TNFSF11;1,57;0,01
DIRAS1;1,99;12,12
DIRAS3;0;2,34
DIRAS2;0,02;6,05
LOC100129387;4,29;9,29
SFXN4;12,27;8,93
SFXN5;1,34;1,3
SFXN2;3,88;4,48
SFXN3;0,38;4,02
SFXN1;28,83;39,1
CCT8;323,49;132,55
CCT2;185,21;103,11
CCT3;156,19;66,95
CCT7;164,32;77,92
CCT4;240,67;92,88
CCT5;144,72;55,77
KLRAP1;3,97;5,22
RPL23AP82;2,04;4,32
CROT;2,16;6,39
ASPN;0;0,05
ASPH;11,02;9,41
FAM86B2;0,4;0,98
FAM86B1;0,79;1,25
UBE2V1;76,88;50,08
UBE2V2;96,77;63,3
CMBL;8,26;7,26
ZNF880;2,22;8,16
ZNF883;3,54;3,6
C1GALT1C1;10,05;6,74
SSTR1;1,36;2,06
SSTR3;0;0
SSTR2;0,52;2,17
LDLRAP1;3,44;0,62
CTNNB1;137,97;119,01
WNK2;0,52;1,18
LOC100131067;2,64;1,63
WNK1;25,08;24,69
ATN1;1,59;8,21
WNK4;0,12;0,07
TOB1;9,92;12,99
NR2C2;11,95;21,42
TNIP1;2,09;3,1
MIR32;0,03;0
MAN1B1;2,73;3,13
LBP;0,26;0
LBR;45,8;66,11
ATP5J2-PTCD1;9,08;6,49
RPE65;0,01;1,72
LBH;4,2;22,46
IMP4;5,83;3,05
LOC283104;2,46;1,66
POU5F1P3;0,11;0,03
ACIN1;25,95;25,46
ATP1B2;0,83;8,27
ATP1B3;172,95;75,96
POU5F1P4;0,06;0
ATP1B1;70,5;42,87
TFB1M;9,02;5,47
SERF2-C15ORF63;11,48;7,29
PLD2;2,93;1,46
AASDH;7,39;6,81
TSEN15;38,86;24,66
MORN2;10,1;24,15
FAM164C;0,45;0,67
SNX3;51,43;55,96
SNX2;52,09;27,03
SNX1;8,57;13,9
SNX7;19,08;11,16
SNX6;35,45;32
SNX5;95,93;32,54
SNX4;17,08;27,19
RPL27A;114;59,56
SNX8;0,51;0,38
MIR3618;1,18;1,32
MIR3610;0;0
MIR3615;0;0
KHSRP;27,91;27,09
TIMELESS;14,2;17,84
PHKG2;1,2;1,57
PHKG1;0,02;0,16
ORAI2;0,49;1,3
ORAI3;0,72;1,15
SNORA70B;0;0
ORAI1;0,38;0,23
SNORA70F;0,24;0
SNORA70G;0,59;0,23
DLAT;28,73;12,92
C12orf29;10,13;11,33
C12orf26;4,11;1,72
C12orf24;10,47;9,73
C12orf23;8,09;18,23
FABP6;0,35;0,23
FABP7;2,58;58,08
PGAM5;8,37;4,04
FABP3;4,17;5,4
FANCD2;29,47;13,11
FABP1;0,05;0,47
GABRA1;0,18;1,58
AKR1C1;1,24;11,51
AKR1C2;0,39;6,37
AKR1C3;2,91;0,29
FKSG29;0,2;0,18
CENPC1;10,16;10,66
GRIA2;0;50,68
RRP9;2,89;1,49
DOCK1;13,03;11,19
SEPW1;36,85;27,17
ZNF75D;4,37;3,97
DOCK4;3,76;4,54
EP300;16,53;14,15
NPY5R;2,07;0,45
FLJ30838;0,17;1,59
SMEK1;44,31;33,41
SMEK2;22,78;34,31
NEU4;0;0,01
NEU3;4,77;3,69
OPRL1;0,03;0,41
HSP90AB4P;0,02;0
MED10;11,24;15,35
MED11;4,62;3,47
MED12;1,74;4,55
MED13;13,11;18,82
MED14;34,27;10,93
MED15;1,44;1,9
MED16;0,17;0,3
MED17;8,32;15,08
MED18;4,17;3,7
MED19;4,13;6,63
MGC87042;5,47;0,17
LOC342346;0,2;0,13
HMGA1;88,57;17,16
BAI1;0,01;0,48
BAI2;0,11;1,82
BAI3;0,51;13,79
ADH1C;0;0
ADH1A;0,1;0,38
KIAA1257;0,89;1,44
MLEC;64,83;31,13
LOC645431;0,17;1,64
LOC645434;0,02;0,32
SLC30A5;15,18;11,16
SLC30A4;0,01;1,61
SLC30A7;4,83;5,16
SLC30A6;16,82;8,93
SLC30A1;9,22;6,32
SLC30A3;0,1;0,03
SLC30A2;0,01;0,07
ASPDH;0;0,03
EML2;0,52;0,63
EML3;0,96;0,64
EML1;7,01;12,27
EML6;0,18;1,65
EML4;43,53;22,36
EML5;0,6;3,84
HLA-DPB2;0,05;0
RSPO3;0,01;6,87
RSPO2;0,05;6,7
RSPO1;0,02;1,79
CNN1;3,97;0,04
CNN3;146,3;113,72
CNN2;22,86;4,32
CHAC2;7,07;5,48
CHAC1;1,89;0,52
LOC643596;0;0,03
EIF5B;86,07;32,03
EIF5A;96,72;32,24
LOC100128822;0,3;5,65
TUBB8;0,19;0,18
TUBB6;35,87;5,94
TUBB4;1,11;9,82
TUBB3;1,91;22,84
TUBB1;0,25;1,4
C19orf71;0;0,11
C19orf70;0,16;0,55
C19orf73;0,24;0,45
APTX;15,95;9,24
C19orf77;1,43;0,03
C19orf76;0,06;0,14
SH3BGRL3;8,35;9,12
SH3BGRL2;10,74;8,45
ODF3B;0;0
OLFM3;0,07;2,15
OLFM2;4,7;7,02
OLFM1;6,18;15,32
RAF1;33,07;34,56
DRAM1;5,37;1,06
DRAM2;21,4;14,81
RPL13A;495,1;306,38
BCL7C;0,43;0,94
BCL7B;4,52;5,59
BCL7A;2,39;13,62
EFNA5;2,87;3,63
EFNA4;1,3;1,44
EFNA3;0,26;2,07
EFNA2;0;0,09
EFNA1;0,19;0,17
C1orf189;0,16;0,16
C1orf182;1,62;0,5
C1orf183;2,05;1,8
C1orf186;0;0,07
C1orf187;2,15;4,84
APEX1;96,68;59,16
APEX2;2,82;1,49
SPOCD1;0,04;0
ESRRG;0,46;7,28
ESRRA;1,82;0,88
ESRRB;0;0,15
CLEC11A;0;0,02
ZNF750;0,02;0,04
ZNF718;4,11;4,23
ZNF714;9,73;9,11
ZNF717;2;0,21
LOC100499467;0,11;1,53
LOC100499466;1,99;10,28
ZNF713;0,93;5,87
NFAM1;0,04;0,03
ASB12;0,14;0,39
ASB13;2,93;2,41
ASB14;1,98;1,96
ASB16;0,06;0,43
TROVE2;8,54;13,59
DOK3;0,41;0,33
XCL1;0,23;0,31
NNT;7,83;27,68
LOC100129961;1,19;1,5
LOC285540;0,27;0,89
LOC285547;0,32;0
LOC285548;0,12;0,02
FDPS;70,21;60,44
TFPI2;9,3;1,14
MACF1;30,1;22,23
HEXIM1;3,25;4
DENND5B;5,35;16,43
DENND5A;19,12;22,48
HEXIM2;0,4;0,46
TNC;0,67;2,28
AQP7P3;0,06;1,9
AQP7P1;0,01;0,34
CRLS1;12,39;7,59
GCSH;83,46;52,54
RAB3A;0,25;7,2
LRG1;0,02;0
GUF1;24,52;16,26
PML;0,34;0,52
MRM1;0,69;0,18
MLST8;0,35;0,46
STAU1;39,88;30,5
STAU2;15,42;25,44
DICER1;21,72;34,43
TIGD3;0,05;0,74
HP1BP3;33,51;106,99
CHGA;1,66;5,69
CHGB;1,05;16,38
MSN;71,15;33,08
LEPREL4;1,24;1,62
LEPREL2;0,86;0,8
LEPREL1;3,45;0,93
FOPNL;31,84;16,96
LOC100268168;0,15;0,54
AQR;36,13;15,87
MPPE1;6,25;9,49
ACTL6A;54,21;37,24
COL8A2;0,19;0,01
COL8A1;0,11;0,26
HNRNPA1L2;113,04;88,77
DNM1L;38,23;39,45
NCBP1;25,36;24,19
NCBP2;64,56;61,04
PGM2L1;15,83;32,9
PROCA1;2,07;1,92
DBR1;8,47;9,09
DRAP1;3,9;6,17
LOC100130275;0;0,04
CBLC;0,04;0
CBLB;5,62;6,74
ZNF45;6,39;7,54
ZNF44;1,89;4
ZNF43;9,34;13,16
ZNF41;1,62;3,13
TYW1B;1,91;1,26
ZNF48;1,58;2,37
CYP2U1;3,99;3,86
TAS2R14;0,96;2,37
KSR1;3,3;3,54
KSR2;0,14;1,6
LOC339751;1,42;0,62
PPTC7;10,28;6,36
LIN37;0,38;1,3
LOC100289187;0,06;0,29
FKTN;7,5;9,56
DNALI1;2,66;12,57
AP3D1;9,37;9,16
SULT1A4;2,66;3,94
SULT1A1;0,31;0,08
SULT1A3;2,66;3,94
SULT1A2;0,09;0,08
NOL9;5,14;3,58
NOL8;13,3;10,28
CHTF18;0,02;0,13
NOL4;0,17;8,42
NOL7;62,65;30,4
NOL6;4,77;1,85
OLIG2;0,48;3,72
OLIG3;0,02;1,63
NOL3;0,89;3,82
OLIG1;0,03;3,31
FAM156B;1,74;4,19
FAM156A;1,72;4,16
CLPTM1;3,39;4,83
CDC45;7,82;5,13
CDC40;16,33;9,68
CDC42;93,33;94,99
DPYD;0,06;2,56
DPYS;0,14;0,05
YLPM1;18,82;23,91
GFAP;0,1;0,01
TNFAIP8L2-SCNM1;4,03;3,76
DMRTC1B;0,03;0,44
PRX;0,15;0,13
TYRP1;0,02;0,59
ATM;11,87;16,23
HSD3B7;0,14;0,33
RCCD1;2,37;2,28
ACOXL;1,67;0,04
TBR1;0,01;4,4
KIAA0802;3,55;3,09
PLCH2;0,01;0,4
PLCH1;5,16;12,72
VEZF1;14,14;33,63
NUDT8;0,04;0,13
NUDT9;17,27;12,76
DLD;44,14;25,95
NUDT1;2,64;2,83
NUDT2;9,7;10,5
NUDT3;16,41;39,67
NUDT4;32,9;21,67
NUDT5;56,11;22,65
NUDT6;31,74;7,94
NUDT7;4,86;3,82
COL16A1;0,21;0,03
LARS;124,93;44,85
FLJ42875;0;0,67
MEF2C;0,11;4,56
MEF2B;0,02;0,18
MEF2A;7,71;11,41
LOC283888;0,01;0,21
MEF2D;0,91;3,08
LCORL;5,32;10,76
EPHX1;9,74;2,97
EPHX2;2,2;2,22
EPHX3;1,44;0
EPHX4;0,56;0,29
RPLP2;89,02;58,13
RPLP1;138,24;96,21
RPLP0;434,84;372,31
CSMD2;0,33;2,03
CSMD3;0,02;1,08
CSMD1;0,01;0,56
MIR181A2;0;0
TRIL;1;1,2
TRIO;6,27;16,09
RABL2A;1,72;10,22
RABL2B;3,69;11,87
KIAA1045;0,03;1,13
C14orf129;28,07;17,77
C14orf128;0,76;1,77
C14orf126;8,44;13,41
TCP1;198,14;114,52
KTN1;71,18;43,89
APOA4;0;0
FAM90A1;0,01;0,15
GPRASP2;4,83;14,29
VPREB3;0;0
NINJ1;0,58;0,43
NINJ2;0,03;0,02
NCRNA00204B;0,04;0,13
SLC16A9;6,21;36,4
SLC16A8;0;0,01
SLC16A1;193,59;26,03
SLC16A3;0,06;0,18
SLC16A2;5,33;9,82
SLC16A5;0,66;0,02
SLC16A4;0,48;1,41
SLC16A7;0,84;1,33
SLC16A6;0,21;4,22
ARHGAP30;0,07;0,16
ARHGAP31;0,25;0,24
ARHGAP32;3,83;10,19
ARHGAP33;0,2;2,42
ARHGAP36;0,05;0,91
TTR;0;45,15
ARHGAP39;0,27;1,02
LOC644538;3,78;0,78
FLJ43390;0;3,92
PIBF1;6,11;9,34
CACNA1H;0,16;0,91
CACNA1I;0,06;0,15
CACNA1A;0,35;2,29
CACNA1B;0,57;2,23
CACNA1C;0,08;2,32
CACNA1D;0,16;1,44
CACNA1E;0,06;5,22
CACNA1F;0,02;0
CACNA1G;0,03;0,65
BMP8A;0,15;0,18
BMP8B;0,08;0,93
BGLAP;0,12;0,21
SLC15A2;0,86;0,99
COIL;16,05;14,72
SLC15A1;0,97;0,02
SLC15A4;7,41;4,71
PQBP1;3,42;4,65
C4orf29;7,51;4,58
SLBP;36,67;27,77
C4orf21;11,71;6,75
C4orf22;0;0,36
C4orf27;28,01;32,9
C4orf26;0,13;0,1
ABCF3;3,25;3,7
ABCF2;12,02;7,9
LOC100130705;0,02;0,76
PJA1;9,02;33,88
PJA2;35,72;77,01
PRKAB2;19,85;14,51
PRKAB1;9,97;10,2
SIKE1;20,81;15,1
PAX5;0;0,04
PAX7;0;0,26
PAX6;0,21;30,75
PAX3;0,04;0,62
PAX2;0;0,19
PAX9;0,13;0,02
PAX8;0,01;0,01
DDR2;1,74;0,54
DDR1;0,02;0,08
LRCH4;0,36;0,76
LRCH1;3,03;2,3
LRCH2;3,43;28,11
LRCH3;15,07;13,1
C15orf39;0,66;0,2
C15orf38;1,48;5,36
C15orf33;3,08;2,26
C15orf34;0,06;0,11
C15orf37;0,26;0,35
PDE7A;26,49;22,37
DSG2;77,85;10,17
ZNF107;11,98;9,33
ZNF101;13,72;5,82
ZNF100;5,68;3,95
SH3BP5L;2,2;2,75
DET1;2,41;4,77
NRBF2;20,79;8,31
KCNJ3;0,07;1
KCNJ2;0,3;2,1
TRAFD1;8,06;11,64
KCNJ6;0,55;0,71
KCNJ5;0;0,43
KCNJ4;0;0,03
LOC729991-MEF2B;0,01;0,17
KCNJ9;0,01;1,71
KCNJ8;0,17;1,01
LRRC37A;0,04;0,1
LRRC37B;2,33;6,1
RCSD1;0,19;0,02
CMYA5;0,23;0,08
PEX19;25,58;15,85
NIP7;30,15;6,72
PEX10;3,69;4,5
PEX13;6,15;8,02
PEX12;2,75;3,53
PEX14;0,94;1
PEX16;0,12;0,28
LOC390940;1,77;0,99
RFXANK;1,52;2,24
OGG1;1,78;3,72
SESN3;5,06;15,54
MIR3176;0,02;0,1
MIR3177;0;0
MIR3175;0;0
MIR3178;0;0
CALN1;2,29;2,38
